model,seed,num_trees,p,alpha_rho,beta_rho,alpha_sigma,beta_sigma,n,est,bias,rpehe,coverage,width,waic,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20
CL-BART,55,5,10,0.3,3,1,1,4335,-0.2666006780295632,0.0464684044112904,0.29498749716166356,0.3748558246828143,0.2422600398988842,11866.880377771551,0.1050909090909091,0.10422727272727272,0.20667929292929293,0.20889141414141416,0.26659343434343435,0.0012424242424242426,0.1041060606060606,9.545454545454546e-4,0.0015782828282828283,6.363636363636364e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,55,5,10,0.3,3,1,1,4335,-0.2666006780295632,0.04646840441129041,0.6176375979565205,0.052133794694348326,0.074394229843980475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,55,10,10,0.3,3,1,1,4335,-0.03386760619199121,0.27920147624886243,0.6850952629934016,0.3845444059976932,0.3414559845267301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,55,10,10,0.3,3,1,1,4335,-0.2631886786604275,0.04988040378042611,0.27923197916437054,0.5799307958477509,0.35708458411477484,11852.308147680349,0.08464009601509602,0.24250033993783993,0.24445109057609057,0.1959880674880675,0.219995892995893,0.0032210359085359085,0.004002435064935065,0.001981567044067044,0.0011001221001221,0.0021193528693528693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,55,10,10,0.3,3,1,1,4335,-0.2631886786604275,0.04988040378042613,0.6179036692578121,0.052364475201845444,0.07383689276461144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,55,25,10,0.3,3,1,1,4335,-0.03386760619199121,0.27920147624886243,0.6850952629934016,0.3845444059976932,0.3414559845267301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,55,25,10,0.3,3,1,1,4335,-0.2682581107526073,0.04481097168824633,0.27533329466454387,0.4987312572087659,0.2977970241151395,11816.5504835668,0.09559538026759389,0.14962181578454797,0.23584906827921534,0.18800478426658768,0.2344641356736945,0.023159820192134434,0.01975602144816541,0.04221148876779682,0.005570032736441405,0.005767452583822553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,55,25,10,0.3,3,1,1,4335,-0.2682581107526073,0.04481097168824632,0.6175151115435266,0.05121107266435986,0.0718977990396357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,55,50,10,0.3,3,1,1,4335,-0.03386760619199121,0.27920147624886243,0.6850952629934016,0.3845444059976932,0.3414559845267301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,55,50,10,0.3,3,1,1,4335,-0.26603901213857667,0.047030070302276974,0.27540821173952235,0.7254901960784313,0.48735219729574536,11807.87981200908,0.10287672039656723,0.11137567342211091,0.16002000701388938,0.14733593521905133,0.1736278805383774,0.11304967445906942,0.05173698553929411,0.09577580131676022,0.021883728948933576,0.022317593145946394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,55,50,10,0.3,3,1,1,4335,-0.26603901213857667,0.04703007030227696,0.6176801092099424,0.04982698961937716,0.06845274335893092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,56,5,10,0.3,3,1,1,4470,-0.08261136874626512,0.21995175632738526,0.6280978117037314,0.32483221476510066,0.32423180352062625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,56,5,10,0.3,3,1,1,4470,-0.3079707984188532,-0.00540767334520284,0.2355941436102283,0.49217002237136465,0.30888189357230983,12051.53989065082,0.1422322954822955,0.14257455738705738,0.3801449938949939,0.12739888583638584,0.2047415293040293,3.492063492063492e-4,3.343253968253968e-4,6.527777777777777e-4,3.333333333333333e-4,0.001238095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,56,5,10,0.3,3,1,1,4470,-0.3079707984188532,-0.005407673345202842,0.5596823410456395,0.06040268456375839,0.08521724011354448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,56,10,10,0.3,3,1,1,4470,-0.08261136874626512,0.21995175632738526,0.6280978117037314,0.32483221476510066,0.32423180352062625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,56,10,10,0.3,3,1,1,4470,-0.3029453245248298,-3.8219945117940043e-4,0.25435738921362294,0.4633109619686801,0.2942953857206569,12032.987687756238,0.11428278897028897,0.13861684652493475,0.22856732714453304,0.1901667040747923,0.2525374709712945,0.0012913703943115708,0.0012614139672963202,0.0010989923747276688,0.0017519796380090498,0.07042510593981183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,56,10,10,0.3,3,1,1,4470,-0.3029453245248298,-3.8219945117942916e-4,0.559656346362426,0.05212527964205817,0.07213514357028195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,56,25,10,0.3,3,1,1,4470,-0.08261136874626512,0.21995175632738526,0.6280978117037314,0.32483221476510066,0.32423180352062625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,56,25,10,0.3,3,1,1,4470,-0.3020386263786875,5.244986949629008e-4,0.24882773367685104,0.6105145413870247,0.40731471626656995,12006.982217537754,0.17227784428910692,0.18967077424235754,0.23876883391030115,0.17467546464511238,0.14473848317492877,0.006060923786045929,0.010099119997758178,0.021661908588643246,0.008765229826221535,0.03328141753952434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,56,25,10,0.3,3,1,1,4470,-0.3020386263786875,5.244986949628749e-4,0.5596564616317765,0.049664429530201344,0.06909004976506022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,56,50,10,0.3,3,1,1,4470,-0.08261136874626512,0.21995175632738526,0.6280978117037314,0.32483221476510066,0.32423180352062625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,56,50,10,0.3,3,1,1,4470,-0.30066077455760976,0.0019023505160406487,0.229540331424622,0.7210290827740492,0.47016785859254845,11994.266536681498,0.11546210423159038,0.12196700068188984,0.20639035376953124,0.19602595847084467,0.15045594530792256,0.052819527956424334,0.022560006097689933,0.02274568200180858,0.02232928428811776,0.08924413719418067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,56,50,10,0.3,3,1,1,4470,-0.30066077455760976,0.0019023505160406249,0.5596594490266426,0.046308724832214765,0.06342515508480684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,57,5,10,0.3,3,1,1,4360,-0.05119265194295738,0.20309740400042475,0.5814576662533697,0.38463302752293577,0.3346810845423841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,57,5,10,0.3,3,1,1,4360,-0.23829305914287155,0.015996996800510574,0.2604513340678103,0.5094036697247707,0.3003691686767691,12011.075274485618,0.13996364363334177,0.06990378614333723,0.3080493203691733,0.2775782191306572,0.13388474745498738,7.708333333333333e-4,0.06770518301787651,8.541666666666667e-4,0.0011710526315789475,1.1904761904761905e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,57,5,10,0.3,3,1,1,4360,-0.23829305914287155,0.015996996800510574,0.5313202281367699,0.06284403669724771,0.07558069560736472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,57,10,10,0.3,3,1,1,4360,-0.05119265194295738,0.20309740400042475,0.5814576662533697,0.38463302752293577,0.3346810845423841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,57,10,10,0.3,3,1,1,4360,-0.24603899015762415,0.00825106578575797,0.2598943642806465,0.47408256880733946,0.2898469509550988,11985.53300429621,0.10608028083028083,0.13292884892884893,0.18938741813741813,0.25411172161172163,0.2694556832056832,0.02186940836940837,0.002695082695082695,0.017695249195249195,0.0033563658563658563,0.0024199411699411697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,57,10,10,0.3,3,1,1,4360,-0.24603899015762418,0.008251065785757954,0.5311434467328714,0.06100917431192661,0.0768983783959786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,57,25,10,0.3,3,1,1,4360,-0.05119265194295738,0.20309740400042475,0.5814576662533697,0.38463302752293577,0.3346810845423841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,57,25,10,0.3,3,1,1,4360,-0.24478137831925445,0.009508677624127685,0.2492279739049955,0.4871559633027523,0.2898971639502835,11957.961237523488,0.19281707156649108,0.07780488097070914,0.21044183116648288,0.19350894860356935,0.2018290896052119,0.012686215222399433,0.05420900220493874,0.007803526660531304,0.006122449059368564,0.042776984940297635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,57,25,10,0.3,3,1,1,4360,-0.24478137831925445,0.009508677624127678,0.5311644715818569,0.05802752293577982,0.07124669133052663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,57,50,10,0.3,3,1,1,4360,-0.05119265194295738,0.20309740400042475,0.5814576662533697,0.38463302752293577,0.3346810845423841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,57,50,10,0.3,3,1,1,4360,-0.24544151236678993,0.008848543576592191,0.23174835636356975,0.8048165137614679,0.5288701739624503,11965.280243975369,0.21719441819279345,0.10353680982833556,0.14941067765363691,0.133444862923796,0.12466789128425038,0.039265968852205006,0.06357990819881998,0.0375430386453147,0.05682777748022302,0.074528646940625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,57,50,10,0.3,3,1,1,4360,-0.24544151236678993,0.008848543576592207,0.5311530642329955,0.056422018348623856,0.07305996143731042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,58,5,10,0.3,3,1,1,4363,-0.04067055398147883,0.24732965167805013,0.6896433541621242,0.3866605546642219,0.35486426045263497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,58,5,10,0.3,3,1,1,4363,-0.25255693518058936,0.03544327047893961,0.3066345280163642,0.4964473985789594,0.3250563926425547,12044.967134047312,0.14980622332460566,0.17131006411888763,0.23254431203328263,0.17984315344241814,0.25437272204919265,0.0024638909565380153,5.170940170940171e-4,9.623554550025138e-4,0.00232005957005957,0.005860125032919151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,58,5,10,0.3,3,1,1,4363,-0.25255693518058936,0.0354432704789396,0.6324546983444396,0.05340362136144854,0.07192425368536895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,58,10,10,0.3,3,1,1,4363,-0.04067055398147883,0.24732965167805013,0.6896433541621242,0.3866605546642219,0.35486426045263497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,58,10,10,0.3,3,1,1,4363,-0.25051650522992297,0.03748370042960599,0.3251828511895503,0.5239514095805639,0.31950299603420856,12007.661167351163,0.1547546122178475,0.15547755920550038,0.24535227395153866,0.24967821394291984,0.16254276156849687,0.006048750269338504,0.0029094708396178986,0.0020769006320476907,0.007471773324714501,0.013687684047978165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,58,10,10,0.3,3,1,1,4363,-0.25051650522992297,0.03748370042960599,0.6325723261680116,0.05798762319504928,0.07571114593430173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,58,25,10,0.3,3,1,1,4363,-0.04067055398147883,0.24732965167805013,0.6896433541621242,0.3866605546642219,0.35486426045263497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,58,25,10,0.3,3,1,1,4363,-0.255073639929107,0.032926565730421964,0.2853150723080278,0.6804950721980288,0.4288947802065381,12015.754707240609,0.1057100581039193,0.11784414602534207,0.25569590369961404,0.2167326236872232,0.19458258576989862,0.008215199906664004,0.008803276628074716,0.007393430133036645,0.06531510240965045,0.019707673636576908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,58,25,10,0.3,3,1,1,4363,-0.255073639929107,0.032926565730422,0.6323186528693524,0.05363282145312858,0.07278452298607699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,58,50,10,0.3,3,1,1,4363,-0.04067055398147883,0.24732965167805013,0.6896433541621242,0.3866605546642219,0.35486426045263497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,58,50,10,0.3,3,1,1,4363,-0.25649492538048163,0.031505280279047324,0.2837668664227196,0.8044923217969288,0.5696237122029688,12009.925464191223,0.10414514110478387,0.16588622977069653,0.15227921776034195,0.14934521618752852,0.14644280725332795,0.03567539933828144,0.04687308888587907,0.04875864594908721,0.09444182204137759,0.05615243170869584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,58,50,10,0.3,3,1,1,4363,-0.25649492538048163,0.031505280279047344,0.6322462358299764,0.052028420811368326,0.07319185396102865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,59,5,10,0.3,3,1,1,4361,-0.03426276752627008,0.2556646264049853,0.6314415562642568,0.3879844072460445,0.3356491656079385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,59,5,10,0.3,3,1,1,4361,-0.25295539824202334,0.03697199568923203,0.28297886796673366,0.4324696170603073,0.28218746322935273,11813.787988909658,0.1703074148074148,0.17983091908091908,0.20523903873903873,0.17613139638139638,0.2560248085248085,7.615995115995116e-4,9.111721611721611e-4,0.009807081807081806,4.694749694749695e-4,5.170940170940171e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,59,5,10,0.3,3,1,1,4361,-0.25295539824202334,0.03697199568923203,0.5698228535539067,0.0554918596652144,0.07796524814003078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,59,10,10,0.3,3,1,1,4361,-0.03426276752627008,0.2556646264049853,0.6314415562642568,0.3879844072460445,0.3356491656079385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,59,10,10,0.3,3,1,1,4361,-0.25285205945444794,0.037075334476807414,0.2516065230015924,0.5634028892455859,0.38169736112158176,11759.1167241499,0.21449746471708545,0.11920143059984391,0.20235817988913962,0.2015251643136705,0.19653448387697614,0.0014331304159090536,0.002451647910626239,0.05854135562436646,7.835735171261487e-4,0.0026735691352564417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,59,10,10,0.3,3,1,1,4361,-0.25285205945444794,0.03707533447680744,0.5698295678478256,0.056179775280898875,0.07946438186847263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,59,25,10,0.3,3,1,1,4361,-0.03426276752627008,0.2556646264049853,0.6314415562642568,0.3879844072460445,0.3356491656079385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,59,25,10,0.3,3,1,1,4361,-0.24899134506441947,0.04093604886683591,0.23940506046974297,0.5700527401972024,0.3552504543500371,11745.170273745764,0.08873462695866507,0.13024826562787256,0.20119022951154744,0.2757387960691114,0.2263678611336175,0.015816709973618708,0.023200977952755896,0.014491626451580124,0.019132311921533775,0.005078594399697509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,59,25,10,0.3,3,1,1,4361,-0.24899134506441947,0.04093604886683592,0.5700937783066049,0.052052281586792024,0.07201909842940701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,59,50,10,0.3,3,1,1,4361,-0.03426276752627008,0.2556646264049853,0.6314415562642568,0.3879844072460445,0.3356491656079385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,59,50,10,0.3,3,1,1,4361,-0.2521903989435707,0.037736994987684666,0.23121278161475486,0.8213712451272643,0.5731248860308877,11744.10082979931,0.12181557098477543,0.16434304362515362,0.16193558372242187,0.160977218741794,0.21957234874733692,0.031656715669802396,0.037903529336147275,0.029571507448275202,0.03462233076293415,0.037602150961359174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,59,50,10,0.3,3,1,1,4361,-0.2521903989435707,0.03773699498768467,0.5698730005516781,0.052510891997248337,0.07217529832726671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,60,5,10,0.3,3,1,1,4283,-0.0316661996538139,0.23665921274783147,0.6016421334157688,0.3831426570161102,0.3418662363268677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,60,5,10,0.3,3,1,1,4283,-0.23587950955709855,0.03244590284454682,0.25689383401718774,0.48120476301657716,0.28793932834886393,11815.04193754013,0.1610875999000999,0.189125222000222,0.163951153013653,0.22863079281829282,0.2517346126096126,4.7962454212454214e-4,0.0012519078144078144,0.001018009768009768,0.0018434065934065933,8.776709401709402e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,60,5,10,0.3,3,1,1,4283,-0.23587950955709855,0.03244590284454683,0.5460417481296392,0.06514125612888162,0.0832597457401987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,60,10,10,0.3,3,1,1,4283,-0.0316661996538139,0.23665921274783147,0.6016421334157688,0.3831426570161102,0.3418662363268677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,60,10,10,0.3,3,1,1,4283,-0.23599707690697566,0.032328335494669715,0.23288665684557355,0.577632500583703,0.3452821532634599,11799.801002519585,0.1751243624295095,0.15437415593665593,0.18462395366071838,0.23705258793494088,0.23221673628658923,0.006714676255117432,0.0020982397232397233,0.001590964590964591,0.004619082034523211,0.0015852411477411477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,60,10,10,0.3,3,1,1,4283,-0.23599707690697566,0.03232833549466971,0.5460347748678014,0.054868083119308894,0.0730653822168337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,60,25,10,0.3,3,1,1,4283,-0.0316661996538139,0.23665921274783147,0.6016421334157688,0.3831426570161102,0.3418662363268677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,60,25,10,0.3,3,1,1,4283,-0.2352741589344008,0.03305125346724458,0.23881858511884635,0.689703478869951,0.4409878279818924,11778.810806526935,0.18434838075829718,0.1989483936663168,0.10946810916280489,0.17106169314513095,0.19782399514760426,0.03635339920735953,0.015785524131347064,0.009096768918464374,0.05307932635776928,0.02403440950490567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,60,25,10,0.3,3,1,1,4283,-0.2352741589344008,0.033051253467244586,0.5460780525207277,0.053000233481204764,0.06955910594124734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,60,50,10,0.3,3,1,1,4283,-0.0316661996538139,0.23665921274783147,0.6016421334157688,0.3831426570161102,0.3418662363268677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,60,50,10,0.3,3,1,1,4283,-0.24216739077126068,0.0261580216303847,0.23163662981317656,0.787999066075181,0.5055269906608001,11769.10811372829,0.15519961728091752,0.1256745627322771,0.13136565603564485,0.1560971243715394,0.20813046285750422,0.02404707745023241,0.0567366473536088,0.03424144203351615,0.07910282907758523,0.02940458080717434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,60,50,10,0.3,3,1,1,4283,-0.24216739077126068,0.02615802163038469,0.5457042204204493,0.050665421433574595,0.06790431587750842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,61,5,10,0.3,3,1,1,4309,-0.03260015062398141,0.23987103831139978,0.6151312483202912,0.3771176607101416,0.3438871255381746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,61,5,10,0.3,3,1,1,4309,-0.26677489336675025,0.005696295568630951,0.25688822943133444,0.48619169180784405,0.33138548325308737,11820.110961331204,0.22468976856476858,0.1349170274170274,0.18025089493839494,0.22048166416916418,0.23519414613164613,7.167277167277167e-4,8.278388278388279e-4,2.3015873015873016e-4,0.0013302808302808303,0.001361492673992674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,61,5,10,0.3,3,1,1,4309,-0.26677489336675025,0.005696295568630946,0.55869027164848994,0.07055001160362033,0.08984604178297678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,61,10,10,0.3,3,1,1,4309,-0.03260015062398141,0.23987103831139978,0.6151312483202912,0.3771176607101416,0.3438871255381746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,61,10,10,0.3,3,1,1,4309,-0.27451447935886036,-0.0020432904234791945,0.23914837176383602,0.6641912276630308,0.4049929914544511,11783.983699790278,0.10785902342268441,0.09205831745653727,0.2682474823150133,0.20413658045314392,0.2702054505450403,0.019576596878067468,0.0218171685340803,0.002147796984290792,0.0033137643946467474,0.010637819016495487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,61,10,10,0.3,3,1,1,4309,-0.27451447935886036,-0.0020432904234791655,0.558664968373007,0.056161522394987236,0.07022457791108538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,61,25,10,0.3,3,1,1,4309,-0.03260015062398141,0.23987103831139978,0.6151312483202912,0.3771176607101416,0.3438871255381746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,61,25,10,0.3,3,1,1,4309,-0.2625467585210605,0.009924430414320685,0.22046034177858018,0.7198886052448364,0.4394539702626489,11771.801377732183,0.1692368827527497,0.12994914026834833,0.16045642043602595,0.2385953891907959,0.2238299493304397,0.018984468613568537,0.010115223893973993,0.01021626309505725,0.006062970245286324,0.03255329217375427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,61,25,10,0.3,3,1,1,4309,-0.2625467585210605,0.00992443041432067,0.5587493768860122,0.06706892550475749,0.08539031147655848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,61,50,10,0.3,3,1,1,4309,-0.03260015062398141,0.23987103831139978,0.6151312483202912,0.3771176607101416,0.3438871255381746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,61,50,10,0.3,3,1,1,4309,-0.26593087963906326,0.006540309296317945,0.21020622310494178,0.851473659781852,0.5490241937197111,11777.370140369163,0.11124224922289049,0.08939471840672658,0.16941555658974466,0.2069194461895356,0.15160274435523524,0.034507776278624135,0.07554840815404819,0.02825486338065237,0.05751757288877975,0.075596664533763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,61,50,10,0.3,3,1,1,4309,-0.26593087963906326,0.006540309296317937,0.55869951449518,0.05082385704339754,0.06484348278223753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,62,5,10,0.3,3,1,1,4473,-0.04463891150445817,0.260115730254586,0.6982154175952494,0.3677621283255086,0.33305581919624333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,62,5,10,0.3,3,1,1,4473,-0.29418172395498404,0.010572917804060165,0.25882754942606856,0.5340934495864074,0.30111579096368196,12090.704534058448,0.07570388475903182,0.08398875960640667,0.21704457552251671,0.29725217715291247,0.3157803140486964,0.002968864468864469,8.095238095238095e-4,0.002299885980033039,0.0015317460317460316,0.00262026862026862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART-avg,62,5,10,0.3,3,1,1,4473,-0.29418172395498404,0.010572917804060162,0.6341798229586576,0.05544377375363291,0.08233641144283477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clogit,62,10,10,0.3,3,1,1,4473,-0.04463891150445817,0.260115730254586,0.6982154175952494,0.3677621283255086,0.33305581919624333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL-BART,62,10,10,0.3,3,1,1,4473,-0.29794327127868026,0.006811370480363969,0.2597858983847276,0.4522691705790297,0.2780640954055562,12068.044741734342,0.07297036528286528,0.14949534493284494,0.18457410100792454,0.26797363624937154,0.26759635136105725,0.011397955122219828,0.001825091575091575,0.028026666008283654,0.006783140606670019,0.009357347853671382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
